Goroka Airport,GKA
Capitan FAP Carlos Martinez De Pinillos International Airport,TRU
Capitán FAP Renán Elías Olivera International Airport,PIO
Cadete FAP Guillermo Del Castillo Paredes Airport,TPP
Coronel FAP Carlos Ciriani Santa Rosa International Airport,TCQ
Padre Aldamiz International Airport,PEM
Capitán FAP Guillermo Concha Iberico International Airport,PIU
Capitan Montes Airport,TYL
Alejandro Velasco Astete International Airport,CUZ
Angel S Adami Airport,\N
Santa Bernardina International Airport,\N
Carrasco International /General C L Berisso Airport,MVD
Nueva Hesperides International Airport,STY
Oswaldo Guevara Mujica Airport,AGV
Anaco Airport,AAO
San Fernando de Atabapo Airport,\N
General Jose Antonio Anzoategui International Airport,BLA
Barinas Airport,BNS
El Libertador Airbase,\N
Barquisimeto International Airport,BRM
Aeropuerto \General Tomas de Heres\. Ciudad Bolivar,CBL
Caicara del Orinoco Airport,\N
San Carlos Airport,\N
Calabozo Airport,\N
Canaima Airport,CAJ
Carora Airport,\N
General Francisco Bermúdez Airport,CUP
José Leonardo Chirinos Airport,CZE
Oscar Machado Zuluaga Airport,\N
Cumaná (Antonio José de Sucre) Airport,CUM
Capitán Manuel Ríos Airbase,\N
El Dorado Airport,\N
Elorza Airport,\N
Guasdalito Airport,\N
Guiria Airport,GUI
Guanare Airport,GUQ
Higuerote Airport,\N
Andrés Miguel Salazar Marcano Airport,\N
Josefa Camejo International Airport,LSP
San Juan de Los Morros Airport,\N
La Fria Airport,LFR
La Orchila Airport,\N
La Chinita International Airport,MAR
Alberto Carnevalli Airport,MRD
Del Caribe Santiago Mariño International Airport,PMV
Simón Bolívar International Airport,CCS
Maturín Airport,MUN
Cacique Aramare Airport,PYH
General Bartolome Salom International Airport,PBL
Paramillo Airport,\N
General Manuel Carlos Piar International Airport,PZO
Palmarito Airport,\N
San Antonio Del Tachira Airport,SVZ
Santa Bárbara de Barinas Airport,\N
Santa Elena de Uairen Airport,SNV
Mayor Buenaventura Vivas International Airport,STD
Sub Teniente Nestor Arias Airport,\N
San Fernando De Apure Airport,SFD
San Tomé Airport,SOM
Santa Bárbara del Zulia Airport,STB
Tucupita Airport,TUV
Tumeremo Airport,\N
Arturo Michelena International Airport,VLN
Dr. Antonio Nicolás Briceño Airport,VLV
Valle de La Pascua Airport,VDP
Linden Airport,\N
Lethem Airport,LTM
V.C. Bird International Airport,ANU
Sir Grantley Adams International Airport,BGI
Canefield Airport,DCF
Melville Hall Airport,DOM
Martinique Aimé Césaire International Airport,FDF
L'Espérance Airport,SFG
Pointe-à-Pitre Le Raizet,PTP
Point Salines International Airport,GND
Cyril E. King Airport,STT
Henry E Rohlsen Airport,STX
Rafael Hernandez Airport,BQN
Diego Jimenez Torres Airport,FAJ
Fernando Luis Ribas Dominicci Airport,SIG
Eugenio Maria De Hostos Airport,MAZ
Mercedita Airport,PSE
Luis Munoz Marin International Airport,SJU
Robert L. Bradshaw International Airport,SKB
George F. L. Charles Airport,SLU
Hewanorra International Airport,UVF
Queen Beatrix International Airport,AUA
Flamingo International Airport,BON
Hato International Airport,CUR
F. D. Roosevelt Airport,EUX
Princess Juliana International Airport,SXM
Wallblake Airport,AXA
Tobago-Crown Point Airport,TAB
Piarco International Airport,POS
Terrance B. Lettsome International Airport,EIS
Canouan Airport,CIW
Mustique Airport,MQS
E. T. Joshua Airport,SVD
Almaty Airport,ALA
Balkhash Airport,BXH
Astana International Airport,TSE
Taraz Airport,DMB
Manas International Airport,FRU
Osh Airport,OSS
Shymkent Airport,CIT
Uralsk Airport,URA
Pavlodar Airport,PWQ
Semipalatinsk Airport,PLX
Aktobe Airport,AKX
Heydar Aliyev International Airport,GYD
Yakutsk Airport,YKS
Mirny Airport,MJZ
Ignatyevo Airport,BQS
Khabarovsk-Novy Airport,KHV
Provideniya Bay Airport,PVS
Sokol Airport,GDX
Pevek Airport,PWE
Yelizovo Airport,PKC
Yuzhno-Sakhalinsk Airport,UUS
Vladivostok International Airport,VVO
Chita-Kadala Airport,HTA
Bratsk Airport,BTK
Irkutsk Airport,IKT
Ulan-Ude Airport (Mukhino),UUD
Boryspil International Airport,KBP
Donetsk International Airport,DOK
Dnipropetrovsk International Airport,DNK
Simferopol International Airport,SIP
Kiev Zhuliany International Airport,IEV
Lviv International Airport,LWO
Odessa International Airport,ODS
Pulkovo Airport,LED
Murmansk Airport,MMK
Gomel Airport,GME
Vitebsk Vostochny Airport,VTB
Khrabrovo Airport,KGD
Minsk 1 Airport,MHP
Minsk National Airport,MSQ
Abakan Airport,ABA
Barnaul Airport,BAX
Kemerovo Airport,KEJ
Omsk Central Airport,OMS
Krasnodar Pashkovsky International Airport,KRR
Uytash Airport,MCX
Mineralnyye Vody Airport,MRV
Stavropol Shpakovskoye Airport,STW
Rostov-on-Don Airport,ROV
Sochi International Airport,AER
Astrakhan Airport,ASF
Volgograd International Airport,VOG
Chelyabinsk Balandino Airport,CEK
Magnitogorsk International Airport,MQF
Nizhnevartovsk Airport,NJC
Bolshoye Savino Airport,PEE
Surgut Airport,SGC
Koltsovo Airport,SVX
Ashgabat Airport,ASB
Turkmenbashi Airport,KRW
Turkmenabat Airport,CRZ
Dushanbe Airport,DYU
Bukhara Airport,BHK
Samarkand Airport,SKD
Tashkent International Airport,TAS
Bryansk Airport,BZK
Sheremetyevo International Airport,SVO
Migalovo Air Base,KLD
Voronezh International Airport,VOZ
Vnukovo International Airport,VKO
Syktyvkar Airport,SCW
Kazan International Airport,KZN
Orenburg Central Airport,REN
Ufa International Airport,UFA
Kurumoch International Airport,KUF
Sardar Vallabhbhai Patel International Airport,AMD
Akola Airport,AKD
Aurangabad Airport,IXU
Chhatrapati Shivaji International Airport,BOM
Bilaspur Airport,PAB
Bhuj Airport,BHJ
Belgaum Airport,IXG
Vadodara Airport,BDQ
Raja Bhoj International Airport,BHO
Bhavnagar Airport,BHU
Daman Airport,NMB
Deesa Airport,\N
Guna Airport,\N
Dabolim Airport,GOI
Devi Ahilyabai Holkar Airport,IDR
Jabalpur Airport,JLR
Jamnagar Airport,JGA
Kandla Airport,IXY
Khajuraho Airport,HJR
Kolhapur Airport,KLH
Keshod Airport,IXK
Dr. Babasaheb Ambedkar International Airport,NAG
Gandhinagar Airport,ISK
Pune Airport,PNQ
Porbandar Airport,PBD
Rajkot Airport,RAJ
Raipur Airport,RPR
Solapur Airport,SSE
Surat Airport,STV
Maharana Pratap Airport,UDR
Bandaranaike International Colombo Airport,CMB
Anuradhapura Air Force Base,ACJ
Batticaloa Airport,\N
Colombo Ratmalana Airport,RML
Ampara Airport,GOY
Kankesanturai Airport,JAF
China Bay Airport,TRR
Kampong Chhnang Airport,\N
Phnom Penh International Airport,PNH
Siem Reap International Airport,REP
Stung Treng Airport,TNX
Along Airport,\N
Agartala Airport,IXA
Lengpui Airport,AJL
Bagdogra Airport,IXB
Bokaro Airport,\N
Biju Patnaik Airport,BBI
Netaji Subhash Chandra Bose International Airport,CCU
Cooch Behar Airport,COH
Dhanbad Airport,DBD
Gaya Airport,GAY
Hirakud Airport,\N
Imphal Airport,IMF
Jharsuguda Airport,\N
Jamshedpur Airport,IXW
Jorhat Airport,JRH
Kailashahar Airport,IXH
Silchar Airport,IXS
North Lakhimpur Airport,IXI
Dibrugarh Airport,DIB
Muzaffarpur Airport,\N
Nawapara Airport,\N
Lok Nayak Jayaprakash Airport,PAT
Purnea Airport,\N
Birsa Munda Airport,IXR
Rourkela Airport,RRK
Utkela Airport,\N
Vishakhapatnam Airport,VTZ
Zero Airport,\N
Cox's Bazar Airport,CXB
Shah Amanat International Airport,CGP
Ishurdi Airport,IRD
Jessore Airport,JSR
Shah Mokhdum Airport,RJH
Saidpur Airport,SPD
Osmany International Airport,ZYL
Tejgaon Airport,\N
Dhaka / Hazrat Shahjalal International Airport,DAC
Chek Lap Kok International Airport,HKG
Shek Kong Air Base,\N
Agra Airport,AGR
Allahabad Airport,IXD
Sri Guru Ram Dass Jee International Airport,ATQ
Nal Airport,\N
Lal Bahadur Shastri Airport,VNS
Kullu Manali Airport,KUU
Bhiwani Airport,\N
Chandigarh Airport,IXC
Safdarjung Airport,\N
Dehradun Airport,DED
Indira Gandhi International Airport,DEL
Gwalior Airport,GWL
Hissar Airport,\N
Jhansi Airport,\N
Jodhpur Airport,JDH
Jaipur International Airport,JAI
Jaisalmer Airport,JSA
Jammu Airport,IXJ
Kanpur Airport,KNU
Kota Airport,KTU
Ludhiana Airport,LUH
Leh Kushok Bakula Rimpochee Airport,IXL
Chaudhary Charan Singh International Airport,LKO
Patiala Airport,\N
Pantnagar Airport,PGH
Fursatganj Airport,\N
Sheikh ul Alam Airport,SXR
Satna Airport,TNI
Luang Phabang International Airport,LPQ
Pakse International Airport,PKZ
Phonesavanh Airport,\N
Savannakhet Airport,ZVK
Sam Neua Airport,\N
Wattay International Airport,VTE
Macau International Airport,MFM
Gautam Buddha Airport,BWA
Janakpur Airport,\N
Tribhuvan International Airport,KTM
Pokhara Airport,PKR
Simara Airport,SIF
Biratnagar Airport,BIR
Agatti Airport,AGX
Kempegowda International Airport,BLR
Bellary Airport,BEP
Vijayawada Airport,VGA
Coimbatore International Airport,CJB
Cochin International Airport,COK
Calicut International Airport,CCJ
Cuddapah Airport,CDP
Dundigul Air Force Academy,\N
Begumpet Airport,BPM
Madurai Airport,IXM
Mangalore International Airport,IXE
Chennai International Airport,MAA
Nagarjuna Sagar Airport,\N
Vir Savarkar International Airport,IXZ
Pondicherry Airport,PNY
Rajahmundry Airport,RJA
Salem Airport,\N
Tanjore Air Force Base,\N
Tirupati Airport,TIR
Tiruchirapally Civil Airport Airport,TRZ
Trivandrum International Airport,TRV
Paro Airport,PBH
Malé International Airport,MLE
Don Mueang International Airport,DMK
Kamphaeng Saen Airport,\N
Khok Kathiam Airport,\N
U-Tapao International Airport,UTP
Watthana Nakhon Airport,\N
Lampang Airport,LPT
Phrae Airport,PRH
Hua Hin Airport,HHQ
Takhli Airport,\N
Sak Long Airport,\N
Nakhon Sawan Airport,\N
Phitsanulok Airport,PHS
Khunan Phumipol Airport,\N
Khoun Khan Airport,\N
Narathiwat Airport,NAW
Krabi Airport,KBV
Songkhla Airport,\N
Pattani Airport,PAN
Samui Airport,USM
Cha Eian Airport,\N
Phuket International Airport,HKT
Ranong Airport,UNN
Hat Yai International Airport,HDY
Trang Airport,TST
Udon Thani Airport,UTH
Sakon Nakhon Airport,SNO
Surin Airport,\N
Loei Airport,LOE
Khorat Airport,\N
Rob Muang Airport,\N
Da Nang International Airport,DAD
Gia Lam Air Base,\N
Kep Air Base,\N
Noi Bai International Airport,HAN
Nha Trang Air Base,NHA
Phu Bai Airport,HUI
Phu Quoc International Airport,PQC
Tan Son Nhat International Airport,SGN
Ann Airport,\N
Anisakan Airport,\N
Bagan Airport,NYU
Coco Island Airport,\N
Heho Airport,HEH
Hommalinn Airport,\N
Kengtung Airport,KET
Kyaukpyu Airport,KYP
Lashio Airport,LSH
Lanywa Airport,\N
Mandalay International Airport,MDL
Myeik Airport,MGZ
Myitkyina Airport,MYT
Momeik Airport,\N
Mong Hsat Airport,MOG
Nampong Air Base,\N
Namsang Airport,\N
Hpa-N Airport,\N
Putao Airport,PBU
Pyay Airport,\N
Shante Air Base,\N
Sittwe Airport,AKY
Thandwe Airport,SNW
Tachileik Airport,THL
Taungoo Airport,\N
Yangon International Airport,RGN
Hasanuddin International Airport,UPG
Frans Kaisiepo Airport,BIK
Nabire Airport,NBX
Moses Kilangin Airport,TIM
Sentani Airport,DJJ
Wamena Airport,WMX
Mopah Airport,MKQ
Jalaluddin Airport,GTO
Mutiara Airport,PLW
Sam Ratulangi Airport,MDC
Kasiguncu Airport,PSJ
Pitu Airport,OTI
Sultan Khairun Babullah Airport,TTE
Bubung Airport,LUW
Pattimura Airport,Indonesia
Fakfak Airport,FKQ
Kaimana Airport,KNG
Babo Airport,BXB
Rendani Airport,MKW
Dominique Edward Osok Airport,SOQ
Bintulu Airport,BTU
Kuching International Airport,KCH
Limbang Airport,LMN
Marudi Airport,MUR
Miri Airport,MYY
Sibu Airport,SBW
Lahad Datu Airport,LDU
Kota Kinabalu International Airport,BKI
Labuan Airport,LBU
Tawau Airport,TWU
Brunei International Airport,BWN
Sultan Syarif Kasim Ii (Simpang Tiga) Airport,PKU
Pinang Kampai Airport,DUM
Soekarno-Hatta International Airport,CGK
Binaka Airport,GNS
Aek Godang Airport,\N
Minangkabau Airport,\N
Soewondo Air Force Base,MES
Dr Ferdinand Lumban Tobing Airport,\N
Nanga Pinoh Airport,\N
Ketapang(Rahadi Usman) Airport,KTG
Supadio Airport,PNK
Sultan Thaha Airport,DJB
Fatmawati Soekarno Airport,BKS
Sultan Mahmud Badaruddin II Airport,PLM
Japura Airport,RGT
Lhok Sukon Airport,\N
Sultan Iskandar Muda International Airport,BTJ
Kluang Airport,\N
Sultan Abdul Halim Airport,AOR
Butterworth Airport,\N
Sultan Ismail Petra Airport,KBR
Kuantan Airport,KUA
Kerteh Airport,KTE
Simpang Airport,\N
Sultan Azlan Shah Airport,IPH
Senai International Airport,JHB
Kuala Lumpur International Airport,KUL
Langkawi International Airport,LGK
Malacca Airport,MKZ
Sultan Mahmud Airport,TGG
Penang International Airport,PEN
Suai Airport,\N
Presidente Nicolau Lobato International Airport,DIL
Cakung Airport,\N
Sembawang Air Base,\N
Paya Lebar Air Base,QPG
Tengah Air Base,\N
Seletar Airport,XSP
Singapore Changi Airport,SIN
Brisbane Archerfield Airport,\N
Northern Peninsula Airport,ABM
Alice Springs Airport,ASP
Brisbane International Airport,BNE
Gold Coast Airport,OOL
Cairns International Airport,CNS
Charleville Airport,CTL
Mount Isa Airport,ISA
Sunshine Coast Airport,MCY
Mackay Airport,MKY
Proserpine Whitsunday Coast Airport,PPP
Rockhampton Airport,ROK
Townsville Airport,TSV
Weipa Airport,WEI
Avalon Airport,AVV
Albury Airport,ABX
Melbourne Essendon Airport,MEB
RAAF Base East Sale,\N
Hobart International Airport,HBA
Launceston Airport,LST
Melbourne Moorabbin Airport,MBW
Melbourne International Airport,MEL
RAAF Williams,Australia
Adelaide International Airport,ADL
RAAF Base Edinburgh,\N
Perth Jandakot Airport,JAD
Karratha Airport,KTA
Kalgoorlie Boulder Airport,KGI
Kununurra Airport,KNX
Learmonth Airport,LEA
Port Hedland International Airport,PHE
Adelaide Parafield Airport,\N
Perth International Airport,PER
Woomera Airfield,UMR
Christmas Island Airport,XCH
Sydney Bankstown Airport,BWU
Canberra International Airport,CBR
Coffs Harbour Airport,CFS
Camden Airport,CDU
Dubbo City Regional Airport,DBO
Norfolk Island International Airport,NLK
RAAF Base Richmond,\N
Sydney Kingsford Smith International Airport,SYD
Tamworth Airport,TMW
Wagga Wagga City Airport,WGA
Beijing Capital International Airport,PEK
Dongshan Airport,HLD
Tianjin Binhai International Airport,TSN
Taiyuan Wusu Airport,TYN
Guangzhou Baiyun International Airport,CAN
Changsha Huanghua International Airport,CSX
Guilin Liangjiang International Airport,KWL
Nanning Wuxu Airport,NNG
Shenzhen Bao'an International Airport,SZX
Zhengzhou Xinzheng International Airport,CGO
Wuhan Tianhe International Airport,WUH
Pyongyang Sunan International Airport,FNJ
Lanzhou Zhongchuan Airport,LHW
Xi'an Xianyang International Airport,XIY
Chinggis Khaan International Airport,ULN
Xishuangbanna Gasa Airport,JHG
Kunming Changshui International Airport,KMG
Xiamen Gaoqi International Airport,XMN
Nanchang Changbei International Airport,KHN
Fuzhou Changle International Airport,FOC
Hangzhou Xiaoshan International Airport,HGH
Ningbo Lishe International Airport,NGB
Nanjing Lukou Airport,NKG
Hefei Luogang International Airport,HFE
Liuting Airport,TAO
Shanghai Hongqiao International Airport,SHA
Yantai Laishan Airport,YNT
Chongqing Jiangbei International Airport,CKG
Longdongbao Airport,KWE
Chengdu Shuangliu International Airport,CTU
Xichang Qingshan Airport,XIC
Kashgar Airport,KHG
Hotan Airport,HTN
Ürümqi Diwopu International Airport,URC
Taiping Airport,HRB
Mudanjiang Hailang International Airport,MDG
Zhoushuizi Airport,DLC
Shanghai Pudong International Airport,PVG
Pulau Tioman Airport,TOD
Sultan Abdul Aziz Shah International Airport,SZB
Noto Airport,NTQ
Borg El Arab International Airport,HBE
Barter Island LRRS Airport,BTI
Cape Lisburne LRRS Airport,LUR
Point Lay LRRS Airport,PIZ
Hilo International Airport,ITO
Orlando Executive Airport,ORL
Bettles Airport,BTT
Clear Airport,Z84
Indian Mountain LRRS Airport,UTO
Fort Yukon Airport,FYU
Sparrevohn LRRS Airport,SVW
Bryant Army Heliport,FRN
Tatalina LRRS Airport,TLJ
Cape Romanzof LRRS Airport,CZF
Laurence G Hanscom Field,BED
St Paul Island Airport,SNP
Cape Newenham LRRS Airport,EHM
St George Airport,STG
Iliamna Airport,ILI
Platinum Airport,PTU
Big Mountain Airport,BMX
Oscoda Wurtsmith Airport,OSC
Marina Municipal Airport,OAR
Sacramento Mather Airport,MHR
Bicycle Lake Army Air Field,BYS
Twentynine Palms (Self) Airport,NXP
Fort Smith Regional Airport,FSM
Merrill Field,MRI
Grants-Milan Municipal Airport,GNT
Ponca City Regional Airport,PNC
Hunter Army Air Field,SVN
Grand Forks International Airport,GFK
Grider Field,PBF
Whiting Field Naval Air Station - North,NSE
Hana Airport,HNM
Ernest A. Love Field,PRC
Trenton Mercer Airport,TTN
General Edward Lawrence Logan International Airport,BOS
Travis Air Force Base,SUU
Griffiss International Airport,RME
Wendover Airport,ENV
Mobile Downtown Airport,BFM
Metropolitan Oakland International Airport,OAK
Eppley Airfield,OMA
Port Angeles Cgas Airport,NOW
Kahului Airport,OGG
Wichita Mid Continent Airport,ICT
Kansas City International Airport,MCI
Dane County Regional Truax Field,MSN
Dillingham Airport,DLG
Boone County Airport,HRO
Phoenix Sky Harbor International Airport,PHX
Bangor International Airport,BGR
Fort Lauderdale Executive Airport,FXE
East Texas Regional Airport,GGG
Anderson Regional Airport,AND
Spokane International Airport,GEG
North Perry Airport,HWO
San Francisco International Airport,SFO
Cut Bank International Airport,CTB
Acadiana Regional Airport,ARA
Gainesville Regional Airport,GNV
Memphis International Airport,MEM
Bisbee Douglas International Airport,DUG
Allen Army Airfield,BIG
TSTC Waco Airport,CNW
Annette Island Airport,ANN
Caribou Municipal Airport,CAR
Little Rock Air Force Base,LRF
Redstone Army Air Field,HUA
Pope Field,POB
Dalhart Municipal Airport,DHT
Laughlin Air Force Base,DLF
Los Angeles International Airport,LAX
Anniston Metropolitan Airport,ANB
Cleveland Hopkins International Airport,CLE
Dover Air Force Base,DOV
Cincinnati Northern Kentucky International Airport,CVG
Tipton Airport,FME
China Lake Naws (Armitage Field) Airport,NID
Huron Regional Airport,HON
Juneau International Airport,JNU
Lafayette Regional Airport,LFT
Newark Liberty International Airport,EWR
Boise Air Terminal/Gowen field,BOI
Creech Air Force Base,INS
Garden City Regional Airport,GCK
Minot International Airport,MOT
Wheeler Army Airfield,HHI
Maxwell Air Force Base,MXF
Robinson Army Air Field,\N
Dallas Love Field,DAL
Butts AAF (Fort Carson) Air Field,FCS
Helena Regional Airport,HLN
Miramar Marine Corps Air Station - Mitscher Field,NKX
Luke Air Force Base,LUF
Hurlburt Field,\N
Jack Northrop Field Hawthorne Municipal Airport,HHR
Houlton International Airport,HUL
Vance Air Force Base,END
Point Mugu Naval Air Station (Naval Base Ventura Co),NTD
Edwards Air Force Base,EDW
Lake Charles Regional Airport,LCH
Kona International At Keahole Airport,KOA
Myrtle Beach International Airport,MYR
Lemoore Naval Air Station (Reeves Field) Airport,NLC
Nantucket Memorial Airport,ACK
Felker Army Air Field,FAF
Campbell AAF (Fort Campbell) Air Field,HOP
Ronald Reagan Washington National Airport,DCA
Patuxent River Naval Air Station/Trapnell Field Aiport,NHK
Palacios Municipal Airport,PSX
Arkansas International Airport,BYH
Atlantic City International Airport,ACY
Tinker Air Force Base,TIK
Pueblo Memorial Airport,PUB
Northern Maine Regional Airport at Presque Isle,PQI
Gray Army Air Field,GRF
Kodiak Airport,ADQ
Upolu Airport,UPP
Fort Lauderdale Hollywood International Airport,FLL
Davis Field,MKO
Falls International Airport,INL
Salt Lake City International Airport,SLC
Childress Municipal Airport,CDS
Keesler Air Force Base,BIX
Lawson Army Air Field (Fort Benning),LSF
Marshall Army Air Field,FRI
Harrisburg International Airport,MDT
Lincoln Airport,LNK
Capital City Airport,LAN
Waimea Kohala Airport,MUE
Massena International Richards Field,MSS
Hickory Regional Airport,HKY
Albert Whitted Airport,SPG
Page Field,FMY
George Bush Intercontinental Houston Airport,IAH
Millinocket Municipal Airport,MLT
Andrews Air Force Base,ADW
Smith Reynolds Airport,INT
Southern California Logistics Airport,VCV
Bob Sikes Airport,CEW
Wheeler Sack Army Air Field,GTB
St Clair County International Airport,PHN
